Timestamp,Artichokes,Arugula,Asparagus,Bush beans (green beans),Pole beans(green beans),Beets,Bok Choy,Broccoli,Brussel Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chives,Collards,Corn,Cucumbers,Eggplant,Garlic,Kale,Leeks,Lettuce,Mustard Greens,Onions,Parsnips,Peas,Peppers,Potatoes,Pumpkin,Radishes,Rhubarb,Rutabaga,Shallots,Spinach,Summer Squash,Winter Squash,Swiss Chard,Tomatoes,Turnips
10/12/2021 17:47:21,5,5,5,4,4,1,3,5,5,5,5,5,2,4,3,4,2,2,5,5,4,5,3,5,3,5,5,5,3,1,2,2,4,5,1,1,3,5,2
10/12/2021 17:57:50,2,4,2,4,2,1,1,3,1,1,5,5,5,5,1,5,4,1,5,4,1,5,1,4,1,1,5,3,1,1,1,1,3,5,1,1,1,4,1
10/12/2021 18:17:26,3,3,5,3,3,1,1,4,3,2,3,1,3,4,1,5,1,4,5,1,1,4,1,5,1,4,5,5,2,1,2,1,5,5,1,1,1,4,1
10/12/2021 18:18:15,4,2,1,2,2,2,3,3,3,2,5,4,2,3,2,5,1,2,5,2,2,2,2,2,2,2,3,5,2,3,2,2,2,2,2,2,2,1,2
10/12/2021 18:21:26,3,2,5,5,5,1,1,5,1,1,5,3,4,1,1,5,5,2,5,1,1,5,1,1,1,4,1,5,4,1,1,1,1,1,1,1,1,5,1
10/12/2021 18:24:00,4,1,4,3,3,4,4,4,5,2,5,4,3,3,5,5,4,3,5,5,4,4,1,5,3,4,4,5,5,5,1,4,1,4,4,4,1,5,5
10/12/2021 18:24:16,4,2,4,5,5,1,4,5,5,5,5,5,5,5,5,5,1,4,5,1,3,4,4,5,4,5,4,5,4,3,3,3,5,5,5,5,5,4,4
10/12/2021 18:26:45,4,5,5,4,4,4,4,3,5,4,4,1,1,5,4,2,5,2,5,3,3,3,3,4,3,3,5,5,4,3,3,3,5,4,3,3,3,4,4
10/12/2021 18:27:59,5,5,2,1,3,5,1,1,1,1,4,5,1,1,1,5,3,1,5,1,5,3,1,4,1,2,5,5,5,5,1,1,1,2,1,1,1,2,5
10/12/2021 18:30:05,2,3,5,3,3,1,5,5,5,2,5,4,3,5,3,2,4,1,5,3,5,4,3,5,5,4,5,5,2,3,2,2,5,5,4,2,3,5,2
10/12/2021 18:30:16,3,3,4,4,3,2,3,4,3,2,5,5,4,3,2,4,5,5,5,3,3,4,2,5,4,4,4,3,2,2,2,2,4,3,3,3,2,5,4
10/12/2021 18:35:43,3,3,4,3,3,2,2,2,2,2,4,3,4,5,2,5,5,5,5,2,5,5,1,5,4,3,5,5,3,3,2,2,5,5,3,3,2,5,3
10/12/2021 18:36:58,3,5,3,4,5,1,2,5,5,4,5,4,2,4,2,4,2,3,5,3,2,3,1,4,1,1,5,5,4,1,1,1,3,2,2,2,1,5,1
10/12/2021 18:41:59,2,3,5,5,5,1,1,5,1,4,4,5,5,4,1,5,3,3,5,1,1,5,1,3,1,5,3,5,1,1,1,1,1,5,5,3,1,2,1
10/12/2021 18:44:34,2,3,4,4,4,4,4,4,3,4,3,1,2,4,1,5,1,3,4,3,3,4,1,4,1,1,4,4,4,3,3,1,4,4,3,3,1,3,1
10/12/2021 18:47:00,1,5,5,4,4,1,3,5,5,3,4,4,3,3,3,2,1,3,5,5,1,3,1,5,3,1,5,5,5,1,4,1,3,5,5,5,1,4,1
10/12/2021 18:50:08,3,2,4,5,5,1,4,5,4,4,3,3,1,5,1,5,2,3,5,3,3,5,2,5,2,3,5,5,5,3,1,1,4,4,5,5,1,4,2
10/12/2021 18:56:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,2,2,1,3,4,1,1,1,1,2,1,1,1,1,1,1
10/12/2021 18:57:28,3,2,1,4,4,1,2,4,1,4,4,4,3,4,3,3,3,4,5,3,3,3,3,4,3,3,5,4,4,3,3,3,4,5,5,5,3,4,3
10/12/2021 18:58:50,2,2,3,4,4,4,3,5,5,2,4,4,2,2,1,5,2,1,5,2,2,3,3,5,1,3,3,4,2,2,2,2,2,5,2,2,2,5,2
10/12/2021 19:03:47,3,4,2,4,2,1,1,5,3,3,5,3,3,5,1,5,5,4,5,2,3,5,3,5,3,5,5,5,2,2,3,1,5,3,2,1,2,5,3
10/12/2021 19:05:52,3,3,4,3,3,4,1,5,5,4,3,1,2,5,4,4,3,2,5,3,4,2,1,5,3,2,5,5,5,4,3,1,5,4,2,1,5,5,1
10/12/2021 19:09:38,2,4,5,5,5,1,3,5,2,5,5,3,3,4,2,5,5,2,5,4,4,5,2,5,4,5,5,5,2,2,2,2,4,4,4,4,2,1,2
10/12/2021 19:21:58,1,2,4,4,4,1,2,5,5,3,5,4,4,4,2,5,1,1,5,2,2,5,2,5,2,2,5,5,5,1,1,1,1,5,5,2,1,3,1
10/12/2021 19:26:51,3,3,4,4,4,4,5,4,4,3,5,2,3,5,3,4,5,2,4,3,5,4,3,5,5,5,4,5,4,4,3,2,5,4,4,4,2,4,4
10/12/2021 19:31:46,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,3,2,1,4,5,1,1,1,1,4,1,1,1,1,4,1
10/12/2021 19:52:15,3,3,1,5,5,2,2,5,3,3,5,5,1,5,3,5,5,3,5,3,3,5,3,5,5,5,5,5,5,3,1,1,5,5,5,5,2,2,3
10/12/2021 19:53:45,4,3,4,5,5,4,4,5,4,5,5,4,4,2,3,3,4,4,4,4,5,5,3,3,3,4,5,5,1,1,3,3,4,5,5,5,5,5,3
10/12/2021 20:01:04,2,3,4,5,5,1,3,5,5,4,4,5,5,5,1,4,4,4,5,4,5,4,1,3,1,3,5,5,3,1,1,1,4,5,5,5,1,5,1
10/12/2021 20:04:19,1,4,4,5,5,1,2,5,5,3,2,2,1,4,2,2,4,2,5,3,3,4,2,5,4,1,5,5,4,4,2,1,5,4,5,5,2,5,4
10/12/2021 20:10:16,3,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,4,5,4
10/12/2021 20:12:21,2,3,5,4,4,5,1,1,1,3,4,1,4,5,1,4,5,1,5,3,2,5,1,4,2,1,5,5,4,3,2,2,4,4,3,1,1,4,2
10/12/2021 20:18:46,2,3,4,2,2,1,1,3,1,2,4,1,2,4,3,4,4,3,5,3,1,5,4,5,2,2,5,5,4,2,2,2,2,4,3,3,2,5,1
10/12/2021 20:28:04,2,4,5,5,5,2,4,5,4,4,5,5,5,4,5,4,4,3,4,3,4,5,3,4,3,4,5,5,3,3,3,3,4,5,4,4,3,4,3
10/12/2021 20:28:19,4,3,5,5,5,1,1,5,5,4,4,3,2,2,1,3,4,1,3,3,1,4,1,3,1,4,4,5,3,1,2,1,1,4,4,4,1,4,1
10/12/2021 20:31:21,4,4,5,4,3,1,4,3,3,2,4,4,1,3,1,5,4,4,5,5,1,5,1,2,1,4,5,5,5,2,3,1,4,5,5,5,1,2,1
10/12/2021 20:31:37,4,4,5,3,2,1,2,3,1,1,5,5,1,5,4,4,5,3,5,2,2,4,4,5,4,2,5,5,5,5,5,3,5,5,5,4,2,4,3
10/12/2021 20:36:38,5,4,5,5,5,3,3,5,2,2,5,1,5,5,5,5,5,5,5,5,3,5,3,5,3,5,5,5,4,3,3,3,5,5,5,5,5,5,4
10/12/2021 20:41:25,5,3,5,3,3,3,3,5,3,2,4,5,1,1,2,1,5,5,5,3,1,5,2,5,5,1,5,5,5,5,1,1,5,5,5,5,2,3,3
10/12/2021 20:45:38,5,1,5,5,5,1,3,5,5,4,5,4,5,4,2,5,4,3,5,3,5,4,2,5,5,5,4,5,3,4,4,3,5,3,4,4,2,5,2
10/12/2021 20:48:32,3,4,3,3,3,1,3,5,2,3,5,4,3,2,3,4,3,2,5,3,2,5,4,4,1,3,5,5,3,1,1,1,2,5,3,3,2,4,1
10/12/2021 20:56:59,4,5,5,5,5,2,5,5,5,4,3,4,2,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,3,3,5,3,5,5,5,5,5,4,4
10/12/2021 21:07:11,3,4,4,3,3,3,3,5,5,4,5,4,3,3,3,5,5,3,5,3,5,5,2,5,2,2,5,5,3,2,2,2,5,5,4,3,3,5,2
10/12/2021 21:13:33,4,5,5,5,5,4,4,5,5,5,4,3,4,5,3,5,5,5,5,3,5,4,3,5,4,5,5,5,4,3,5,4,5,5,4,4,4,5,4
10/12/2021 21:14:17,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1
10/12/2021 21:17:13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,2,5,5,5,3,3,5,5,5,5,4,4,5,5,5,5,5,5,5
10/12/2021 21:21:29,1,3,3,5,5,5,1,5,5,5,5,5,1,4,2,5,4,1,5,4,3,5,1,5,3,4,5,5,2,1,2,1,5,4,1,1,1,2,1
10/12/2021 21:23:10,3,3,5,5,5,2,1,5,5,5,5,5,4,4,4,5,2,2,5,1,1,5,3,5,2,1,5,5,2,3,1,1,3,5,5,5,1,5,3
10/12/2021 21:29:27,2,3,4,4,4,3,5,4,1,2,5,5,3,4,1,5,4,1,4,2,1,2,1,5,1,2,5,5,4,3,1,1,3,3,1,1,1,3,1
10/12/2021 21:35:40,4,5,5,2,2,1,1,4,5,3,4,4,2,3,1,4,2,1,4,4,1,5,2,3,1,1,4,4,2,1,1,1,3,5,3,3,3,5,1
10/12/2021 21:49:14,3,4,5,3,4,2,2,4,3,2,5,3,3,5,2,4,4,1,5,4,4,3,1,5,3,2,5,4,2,3,1,2,5,4,3,3,3,5,2
10/12/2021 22:08:49,1,1,3,3,2,1,1,3,2,4,5,5,5,4,4,5,5,5,4,4,3,5,2,4,2,1,5,5,5,2,5,1,2,4,5,4,1,5,1
10/12/2021 22:14:47,1,2,5,3,3,1,3,3,1,5,5,2,2,4,1,5,5,3,5,3,1,5,1,4,1,4,5,5,3,2,1,1,1,4,5,5,1,3,1
10/12/2021 22:27:31,2,3,5,5,5,4,3,5,5,3,2,3,2,4,3,5,3,2,5,3,2,4,3,5,2,4,4,4,3,2,3,3,4,4,5,4,3,4,2
10/12/2021 22:33:21,4,2,4,4,4,1,1,4,5,5,4,4,5,4,1,4,5,4,4,5,2,2,1,4,1,4,4,3,1,1,1,1,2,4,5,4,1,5,1
10/12/2021 22:38:17,5,4,4,2,2,1,4,5,5,5,3,5,4,2,4,2,2,5,5,5,5,1,3,4,2,3,4,1,2,1,1,3,5,5,5,5,3,5,2
10/12/2021 22:42:34,4,4,5,4,4,1,1,3,4,1,4,2,2,3,2,4,3,3,5,1,3,4,2,5,4,4,5,5,2,2,4,1,4,5,5,3,1,5,1
10/12/2021 22:58:15,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,3
10/12/2021 23:46:56,5,5,5,2,2,5,3,4,5,2,3,4,3,3,3,2,3,3,5,4,3,4,3,5,2,3,4,3,2,4,3,2,5,5,3,3,3,5,3
10/13/2021 1:04:37,4,3,5,5,5,1,4,5,3,5,5,5,5,5,3,4,5,2,5,2,3,5,2,5,4,4,5,5,5,3,2,2,3,5,3,3,2,1,2
10/13/2021 5:04:24,1,2,4,5,5,1,1,3,1,3,5,4,4,1,4,4,5,2,4,3,1,4,3,5,1,5,5,5,3,2,1,1,1,5,4,4,1,5,4
10/13/2021 5:11:50,2,4,4,5,4,1,2,5,4,5,4,5,4,4,5,5,2,3,5,4,3,5,4,4,2,2,5,5,5,2,2,2,4,4,5,4,2,5,2
10/13/2021 5:24:46,5,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,3,3
10/13/2021 7:42:33,2,2,4,4,3,3,2,3,4,4,4,3,3,3,3,4,4,2,5,3,3,5,2,5,2,5,4,5,3,2,2,2,4,4,3,4,3,5,2
10/13/2021 8:08:56,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5
10/13/2021 8:20:41,2,3,4,5,5,1,1,5,5,2,5,5,3,3,1,5,5,1,5,4,1,5,1,5,1,5,5,5,5,1,1,1,1,5,5,3,1,5,1
10/13/2021 9:02:09,2,2,5,4,4,2,3,2,1,3,5,2,5,4,2,5,5,1,5,3,2,4,3,5,3,3,4,5,5,2,3,3,5,4,1,1,2,4,3
10/13/2021 9:04:40,3,2,4,4,5,4,3,4,4,4,4,4,2,5,3,3,4,3,3,3,3,3,3,4,3,4,5,3,4,3,4,3,3,4,5,5,4,5,3
10/13/2021 9:16:25,5,1,4,3,5,1,4,5,2,4,5,5,5,5,1,5,5,5,5,1,2,5,2,2,1,1,2,5,3,1,2,1,2,5,2,2,1,2,1
10/13/2021 9:20:32,5,4,4,5,5,5,5,5,3,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,4,4,4,5,5,5,5,4,5,4
10/13/2021 9:30:47,3,3,5,5,5,4,3,5,3,2,4,4,4,3,2,5,5,4,4,4,2,3,3,2,1,4,4,5,4,3,3,2,3,5,3,2,2,5,2
10/13/2021 9:47:48,5,5,5,5,5,5,1,5,5,3,4,3,2,2,4,4,4,4,3,4,3,4,1,2,1,5,5,5,3,3,1,1,3,5,3,3,1,2,2
10/13/2021 9:50:27,4,5,4,4,3,3,3,4,4,4,4,3,2,3,3,3,4,4,5,4,3,3,3,4,3,3,4,4,3,4,2,2,3,3,4,3,3,5,3
10/13/2021 9:55:02,3,5,5,3,3,2,4,5,5,5,5,5,3,5,5,4,5,3,5,4,5,5,4,5,4,5,5,5,5,5,3,3,5,5,5,5,4,5,4
10/13/2021 10:29:45,3,3,1,5,5,4,4,3,4,4,4,4,2,4,5,5,5,5,4,3,3,4,5,5,3,5,5,5,5,3,2,2,4,4,4,4,2,4,2
10/13/2021 10:37:34,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,2,5,5,4,5,5,3,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,3
10/13/2021 10:43:54,1,1,3,4,1,1,1,5,1,4,5,3,4,1,1,5,5,2,2,1,1,4,1,4,1,3,5,5,5,4,1,1,1,3,1,1,1,5,1
10/13/2021 11:02:42,4,3,4,3,3,2,4,3,4,5,3,3,5,3,3,5,5,5,4,3,4,4,3,3,2,4,1,5,2,2,2,2,3,4,2,2,2,5,1
10/13/2021 11:02:58,2,2,5,5,5,5,3,4,4,5,5,5,4,4,3,5,4,5,5,1,3,3,3,5,5,5,5,5,3,5,4,4,5,5,4,4,3,5,5
10/13/2021 11:03:18,2,4,5,3,2,4,2,3,5,2,1,1,2,5,4,2,4,2,4,2,2,4,4,4,2,1,2,4,3,4,1,1,2,4,4,4,4,5,1
10/13/2021 11:03:37,1,1,4,4,4,1,1,4,4,3,4,1,1,1,1,5,1,1,4,1,1,5,1,4,1,4,4,5,1,1,1,1,1,1,1,1,1,4,1
10/13/2021 11:04:33,3,2,1,4,3,3,5,4,4,4,5,4,3,4,2,5,3,5,5,2,3,5,2,5,3,4,4,5,3,3,3,2,4,2,4,4,2,5,3
10/13/2021 11:04:53,1,4,5,3,3,1,1,5,5,3,4,3,2,5,1,4,5,2,5,4,1,4,1,4,1,5,5,5,4,3,1,1,4,5,3,3,1,5,1
10/13/2021 11:04:56,1,5,5,4,4,5,5,5,5,4,4,4,5,5,3,5,5,4,5,4,4,5,5,5,3,5,5,5,5,2,3,3,3,5,4,4,3,5,5
10/13/2021 11:06:52,5,4,3,3,3,5,3,4,5,5,4,5,2,4,4,4,4,4,5,4,2,3,3,5,3,3,4,5,2,3,3,3,5,4,3,3,3,5,3
10/13/2021 11:07:53,5,4,5,4,4,1,3,5,5,5,5,5,2,4,3,4,1,3,5,5,4,4,3,5,4,5,5,5,3,2,1,1,4,4,2,2,2,5,1
10/13/2021 11:12:38,4,4,4,3,3,3,4,4,3,2,2,1,1,3,3,5,4,2,5,5,3,3,4,5,2,2,3,5,3,3,3,3,4,5,3,1,2,2,2
10/13/2021 11:14:44,3,5,3,4,4,3,3,5,4,3,4,4,1,5,3,4,5,3,5,4,3,3,3,5,3,4,5,5,3,3,1,1,5,5,3,3,1,5,1
10/13/2021 11:22:27,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,4,5,3,1,5,5,5,5,5,5,1
10/13/2021 11:32:56,2,4,3,4,4,3,4,5,5,4,5,5,3,5,4,5,5,3,5,2,3,5,4,5,3,1,5,5,5,4,3,3,5,5,3,4,2,5,3
10/13/2021 11:38:00,3,2,3,4,3,3,3,3,2,4,4,3,3,2,5,5,4,3,5,4,5,4,1,5,1,4,5,5,3,3,1,1,5,3,5,5,4,5,1
10/13/2021 12:27:38,4,5,5,5,5,3,2,5,4,3,3,4,3,1,3,1,2,4,5,3,2,5,1,5,1,5,5,3,2,4,1,1,2,4,1,1,3,3,1
10/13/2021 12:41:32,3,5,3,5,5,1,1,5,3,3,5,5,5,5,1,5,5,1,5,5,3,5,1,5,1,5,5,5,5,5,3,1,3,3,4,4,3,5,1
10/13/2021 12:54:48,4,4,4,2,2,2,5,5,5,4,4,3,2,3,3,4,2,1,5,5,3,5,3,5,2,5,5,5,4,2,2,2,5,3,3,3,2,4,3
10/13/2021 12:58:00,2,3,3,4,4,2,2,3,2,3,5,4,4,4,2,5,4,3,5,2,2,4,2,4,2,1,5,5,2,2,2,2,4,3,2,2,2,1,2
10/13/2021 13:17:10,5,5,5,2,2,4,3,5,5,4,3,5,3,4,3,2,3,2,5,5,2,5,2,5,2,2,5,5,2,3,3,3,5,5,4,4,3,5,2
10/13/2021 13:25:38,4,5,5,1,1,2,3,5,5,2,5,5,5,5,5,5,5,2,5,3,4,5,3,5,3,3,5,5,5,5,3,2,4,4,5,5,2,5,5
10/13/2021 13:33:10,1,2,4,5,5,1,1,5,2,3,5,5,5,3,1,3,5,2,5,4,1,5,1,5,1,3,5,5,5,1,1,1,2,5,5,5,1,5,1
10/13/2021 14:12:56,5,3,2,4,4,1,1,3,4,4,3,1,1,5,3,3,1,5,5,1,4,4,4,5,1,1,5,5,5,1,1,1,5,5,2,2,2,3,1
10/13/2021 14:39:08,3,3,5,4,4,2,3,5,2,4,3,4,3,5,3,4,5,1,5,2,4,4,2,5,3,5,5,5,5,2,3,2,5,4,5,5,3,5,3
10/13/2021 15:59:26,4,3,2,4,4,1,3,4,1,3,2,3,5,3,5,5,5,1,5,4,3,5,3,3,3,2,4,5,3,1,1,1,2,4,5,3,3,5,1
10/13/2021 16:02:23,3,2,4,3,3,3,4,5,5,4,4,5,3,4,3,4,4,5,5,3,4,4,3,5,3,4,3,5,5,3,3,1,5,4,4,5,2,3,3
10/13/2021 16:40:07,1,3,4,5,5,1,1,5,2,3,4,3,3,5,1,5,4,2,5,3,1,5,1,5,1,4,3,4,4,1,1,1,1,5,1,1,1,1,1
10/13/2021 16:42:48,3,3,5,5,5,2,3,5,5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,5,3,5,5,5,5,3,3,3,4,5,5,5,3,5,2
10/13/2021 16:47:31,4,5,5,5,4,3,3,5,5,4,5,5,5,5,3,5,5,3,3,4,3,4,2,4,3,4,5,4,4,3,2,4,4,5,5,5,3,5,4
10/13/2021 16:47:47,4,3,4,4,4,2,3,5,5,3,5,4,3,4,2,5,5,3,5,3,3,2,1,5,1,3,4,5,2,2,1,1,4,4,3,3,1,2,2
10/13/2021 16:48:02,2,5,5,1,5,1,1,1,5,3,5,3,5,5,1,5,3,2,5,3,1,5,1,5,2,3,4,5,5,5,5,1,5,5,3,1,1,4,1
10/13/2021 17:17:13,5,5,3,5,5,5,1,3,5,5,3,4,4,4,1,5,4,4,4,1,3,4,1,3,3,3,4,5,3,3,4,1,4,3,4,4,4,4,5
10/13/2021 18:19:04,2,4,3,4,4,3,2,4,2,4,5,5,4,4,2,5,5,3,4,2,2,4,2,3,3,4,5,5,2,2,3,3,4,5,3,3,4,5,2
10/13/2021 18:23:28,3,5,4,5,5,2,5,4,5,2,5,4,3,3,4,5,5,3,5,4,5,5,3,1,4,5,3,5,4,3,5,3,5,5,5,5,4,4,4
10/13/2021 18:45:21,3,1,4,3,4,1,4,4,3,2,2,3,2,3,1,5,3,2,2,1,1,3,1,4,1,1,4,5,2,1,1,1,2,3,3,3,1,2,1
10/13/2021 18:55:06,1,5,4,4,3,1,1,4,4,2,4,3,1,3,4,4,2,3,5,5,1,4,3,3,3,4,4,5,2,1,1,1,3,5,2,1,2,4,1
10/13/2021 19:06:51,2,2,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,3,3,3,2,2,1,1,1,1,4,4,2,1,1,1,2,2,2,1,4,2
10/13/2021 19:26:56,2,5,5,5,5,4,3,4,5,4,5,3,4,5,5,4,5,3,5,3,1,5,1,5,1,1,3,5,3,2,1,1,5,5,2,2,1,5,1
10/13/2021 19:55:00,1,3,5,5,5,2,3,5,5,4,5,4,4,3,4,5,2,4,4,2,2,4,3,5,3,5,5,5,2,1,3,2,4,5,3,3,3,1,4
10/13/2021 20:15:51,1,1,1,5,5,1,1,5,1,2,5,1,3,2,1,5,2,1,3,1,1,5,1,1,1,5,1,5,5,2,1,1,1,5,1,1,1,1,1
10/13/2021 20:36:52,4,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,4,3,4,4,3,5,4,5,3,5,5,5,5,5,2,2,4,5,5,5,3,5,3
10/13/2021 22:18:04,2,1,4,5,5,1,1,5,5,3,4,4,1,4,1,4,1,1,5,2,3,3,1,5,1,3,5,3,3,1,1,1,4,5,1,1,1,2,1
10/13/2021 23:55:41,5,1,5,3,3,1,5,5,4,3,4,4,1,3,3,4,4,5,3,3,1,4,1,3,1,2,3,4,3,1,1,1,3,5,4,4,5,3,1
10/14/2021 0:00:31,3,2,5,4,4,1,3,5,3,2,5,2,3,4,5,4,2,3,5,1,4,3,3,5,2,2,5,4,2,2,3,2,4,2,4,4,2,5,2
10/14/2021 0:44:58,5,5,5,3,3,2,5,5,2,1,1,3,5,5,5,5,5,4,5,4,4,4,5,5,2,1,5,5,3,4,3,4,4,5,5,5,5,5,4
10/14/2021 3:54:38,5,2,5,3,2,2,1,2,2,2,3,2,2,3,1,3,4,2,4,1,1,4,1,3,1,2,2,4,2,1,1,1,1,4,2,1,1,5,1
10/14/2021 5:09:51,1,4,4,3,3,1,1,5,3,3,2,3,2,2,1,5,4,5,4,1,1,3,1,4,1,1,4,5,4,1,5,1,1,5,4,4,1,5,1
10/14/2021 10:05:41,4,2,3,3,3,4,3,3,5,3,1,4,1,4,1,2,5,4,5,4,3,3,2,4,5,2,4,5,4,4,2,3,4,5,5,5,2,3,4
10/14/2021 10:14:50,3,4,5,4,4,2,3,4,4,3,5,2,3,5,3,5,4,2,5,2,3,4,3,5,2,4,5,5,3,2,2,2,4,2,4,4,3,4,2