veggie_name,Artichokes,Arugula,Asparagus,Beets,Bok Choy,Broccoli,Brussel Sprouts,Bush beans (green beans),Cabbage,Carrots,Cauliflower,Celery,Chives,Collards,Corn,Cucumbers,Eggplant,Garlic,Kale,Leeks,Lettuce,Mustard Greens,Onions,Parsnips,Peas,Peppers,Pole beans(green beans),Potatoes,Pumpkin,Radishes,Rhubarb,Rutabaga,Shallots,Spinach,Summer Squash,Swiss Chard,Tomatoes,Turnips,Winter Squash
Artichokes,0.0,0.10090688618398147,0.09600030093567469,0.15512502494617997,0.11321355508774833,0.09932375808167115,0.11163751850672243,0.1213893751540599,0.11571872064245725,0.11312230338703122,0.10662604550373478,0.1525544481789497,0.11154634592531865,0.1315344403751978,0.11772704338262951,0.12238770446225533,0.10018748714621728,0.08657604951320175,0.11230273312458539,0.10623518230026008,0.10689253395273046,0.13641710234692828,0.10397961350954477,0.14108600023253304,0.14146842207809762,0.10133803125067908,0.11800324593701217,0.09515581024722364,0.13226317382817543,0.12369351157968411,0.15648451763765803,0.12320059570071373,0.09783362225799552,0.09671637645840814,0.11662484063669531,0.11267913669671847,0.11025035349401968,0.13839955401100001,0.12054968711532188
Arugula,0.10090688618398147,0.0,0.06951890524347037,0.14401500606063034,0.1340404055042198,0.07934751057714762,0.08553854292742114,0.09462894499749863,0.10482729756330011,0.09133710799147365,0.0970523481471458,0.13427431084775454,0.07889883242190376,0.11335826646104885,0.09865353965635548,0.10123111563610876,0.12884688250737686,0.06260688831962269,0.07319429383583775,0.11962173856491432,0.0744522088885261,0.11526252981973117,0.07574191970328603,0.13879500128080713,0.1265324895833142,0.06226946907304998,0.09441618445929534,0.07376544732591783,0.10693296496300975,0.11307216601390846,0.12661369324580685,0.13701948983274115,0.07834890130828631,0.06599875190046789,0.1072743063086643,0.12095606194116415,0.08271810793054668,0.14015046227761319,0.11921900798194418
Asparagus,0.09600030093567469,0.06951890524347037,0.0,0.16259561509541287,0.11003469967843182,0.04739384722533879,0.07361434978401638,0.0599274901866611,0.07993872413847414,0.06029954670257831,0.08814718559705537,0.09320279851975777,0.06556666057962957,0.11857094153502679,0.06958914091797475,0.07795429233578655,0.11309621028620909,0.04501850027617049,0.08507566532508792,0.12456178062211543,0.049374452813518044,0.13152052760625943,0.049895548774980925,0.12961352682500948,0.09696934841550042,0.05140934501849859,0.059215340736980426,0.047673455253514296,0.08874880686728792,0.11906900248420915,0.12225096103933208,0.11895499053571446,0.08397350796602876,0.04201473216811602,0.07711431572574412,0.12752391491210902,0.06335072371138717,0.1463251121425614,0.0923312300374507
Beets,0.15512502494617997,0.14401500606063034,0.16259561509541287,0.0,0.15013159990504776,0.1748751049183631,0.1486009877711948,0.1576185618496978,0.1520782731616689,0.1750837728665776,0.1739353460007813,0.2065790766428448,0.16247692752455678,0.16470936895247357,0.1709340094380325,0.15208292205572727,0.1670774411264534,0.15545928225169925,0.16395420535662197,0.15153020183043175,0.16845739029599827,0.17386377511750184,0.1492403463482731,0.18077630842876202,0.18462468369710283,0.15577892686462103,0.15596787762760422,0.15229498084346338,0.16918455735532,0.11292461061952042,0.17019438072717907,0.135039522197537,0.14044378105872268,0.15609166290432464,0.18514632154808552,0.14428107638708054,0.16197027025571886,0.13162449507363416,0.18106660812541775
Bok Choy,0.11321355508774833,0.1340404055042198,0.11003469967843182,0.15013159990504776,0.0,0.09893770408189018,0.11811165219215769,0.12344395009113573,0.11245937648973836,0.1207894953378923,0.11585708962270136,0.14935198777883407,0.10800359970127382,0.10719229612825565,0.12185903096482709,0.12538983912803758,0.11279122104345096,0.1079802068040816,0.10999724211177386,0.09271896636138899,0.1200862432951687,0.09767046803854462,0.10875479239037478,0.11976215545392177,0.139622435317459,0.11786773449954757,0.12260257953944775,0.1092227726313788,0.1255752464467207,0.12822646331653076,0.13521764417177717,0.08819964678166259,0.09490100362847786,0.10999014653650407,0.10583834259729896,0.10495824983030366,0.13373037069525018,0.12361852198545842,0.09684721800319196
Broccoli,0.09932375808167115,0.07934751057714762,0.04739384722533879,0.1748751049183631,0.09893770408189018,0.0,0.0611991684269898,0.034110864961290344,0.05714574111567239,0.04443022475416303,0.05371644984805135,0.09402195020403359,0.06452066240985499,0.11236709184070293,0.053450843115029234,0.08259544096218885,0.09975838618548816,0.0383494009925297,0.07847822563497897,0.1067073257889184,0.043504218809401585,0.11463566169354811,0.046366627829912854,0.12522950686671297,0.07976537888025437,0.043969669469617,0.04326515897413408,0.03843847094630404,0.07616532772652618,0.13182778180890453,0.13897194009408687,0.12559454423110616,0.08425822253281401,0.03900431527112236,0.07309851638922726,0.12164333582435594,0.06445525779016703,0.14728995044515114,0.07970983079093696
Brussel Sprouts,0.11163751850672243,0.08553854292742114,0.07361434978401638,0.1486009877711948,0.11811165219215769,0.0611991684269898,0.0,0.08950638333947991,0.07360285653832022,0.09639176439607189,0.09321032061448842,0.15366534477424543,0.08802046901429916,0.1249264881347425,0.11008022508525139,0.14182863803889378,0.1237855496932555,0.07640559147239068,0.09230178766531094,0.10948160806094331,0.09636384459242475,0.13787114831748937,0.07511955619291222,0.1298219832035431,0.1187698457808879,0.08381298189104902,0.08576269241830514,0.08377329904702169,0.11853485148823883,0.1386680065928182,0.14323909123429868,0.1404151278908412,0.08354077285834782,0.0756460613739377,0.10006103347232931,0.13521391429617913,0.08651158631111999,0.15083399049135937,0.10618558825555469
Bush beans (green beans),0.1213893751540599,0.09462894499749863,0.0599274901866611,0.1576185618496978,0.12344395009113573,0.034110864961290344,0.08950638333947991,0.0,0.05670850596260324,0.044137157042297814,0.07266502141765041,0.0871214040536692,0.06581587613376305,0.12345000740330869,0.04757437579663515,0.07503805317289491,0.1022628395347599,0.047035613240609786,0.09686124952866881,0.11805977357914943,0.04266356159373974,0.1267563345315167,0.05734271791355705,0.1239149551747104,0.06660628060993845,0.04859385937325833,0.014173779351360216,0.04139583777741174,0.07844123744541265,0.1379744426208651,0.13663754028675323,0.12916109525142194,0.0917773025774129,0.04757761333125232,0.07926370395946536,0.13274540728408912,0.07822223443330667,0.1462921528376373,0.08860009874970776
Cabbage,0.11571872064245725,0.10482729756330011,0.07993872413847414,0.1520782731616689,0.11245937648973836,0.05714574111567239,0.07360285653832022,0.05670850596260324,0.0,0.065501083775517,0.07157805875146894,0.0960829520413432,0.07333752905523727,0.11962853691979902,0.07793926086699865,0.10404823274341057,0.09486799716747785,0.06803776315503574,0.0967652994644791,0.10215122391380793,0.06794352734945575,0.12114097185814576,0.06859799682787937,0.129705508069488,0.09394509808183982,0.06579478430028418,0.060485244440809716,0.06315972068774911,0.09751942011442061,0.14262130907209547,0.13681641929728994,0.12444042310200598,0.0881699967550994,0.06848244925781699,0.08762949265970421,0.12089252221418068,0.08459638773355338,0.1537557497207772,0.08715838974099177
Carrots,0.11312230338703122,0.09133710799147365,0.06029954670257831,0.1750837728665776,0.1207894953378923,0.04443022475416303,0.09639176439607189,0.044137157042297814,0.065501083775517,0.0,0.04947640781628848,0.07411153189785813,0.06347943887592011,0.1248395723028054,0.0383808275868629,0.06961310930393827,0.1154886898580294,0.03762323534574452,0.09513434012382893,0.11600553751456066,0.036643483149822687,0.1316255675859619,0.050574758120808916,0.12276075219796878,0.07481325792610827,0.04155270230009511,0.04910770825152788,0.03433247014092522,0.07197551049246342,0.11965411609542276,0.13598609015418162,0.12947453431858003,0.08829200640415447,0.052434517503853306,0.09557923172981997,0.15108213945268978,0.07016213522195436,0.14011232162645781,0.10641279342533272
Cauliflower,0.10662604550373478,0.0970523481471458,0.08814718559705537,0.1739353460007813,0.11585708962270136,0.05371644984805135,0.09321032061448842,0.07266502141765041,0.07157805875146894,0.04947640781628848,0.0,0.0877379847369637,0.08928679084700597,0.13366583402208454,0.0762915272321516,0.08933998215326011,0.10894683968673469,0.06168951663252653,0.09255035568097403,0.12146713252733166,0.06815745581623289,0.13363235652144245,0.0738165326394612,0.12823763050420411,0.10812141938054998,0.06269904366253687,0.07602508184261203,0.06831975876310092,0.09437970489075742,0.12516208682168128,0.14719115320709764,0.13127908096014973,0.1064280948059535,0.06078235533330223,0.08417028456157116,0.14796027297692793,0.08916023667645834,0.1357302541219585,0.08734561174967481
Celery,0.1525544481789497,0.13427431084775454,0.09320279851975777,0.2065790766428448,0.14935198777883407,0.09402195020403359,0.15366534477424543,0.0871214040536692,0.0960829520413432,0.07411153189785813,0.0877379847369637,0.0,0.09581085961061109,0.14650818641180374,0.08183717036937344,0.09474065512962249,0.1313145562681043,0.09284723521905436,0.13225987412946427,0.13994133293694533,0.08036382020486366,0.15872679076003815,0.10585991816090701,0.1744108919540166,0.12690859321915005,0.10461549141158777,0.09023743961320851,0.0910692710610892,0.1222953806989654,0.1564874551980533,0.14748401952692303,0.13555896163582226,0.1411064336529526,0.09198540793640442,0.11158833816903735,0.151411204918401,0.09265943394804543,0.16526998763169787,0.12591505322479668
Chives,0.11154634592531865,0.07889883242190376,0.06556666057962957,0.16247692752455678,0.10800359970127382,0.06452066240985499,0.08802046901429916,0.06581587613376305,0.07333752905523727,0.06347943887592011,0.08928679084700597,0.09581085961061109,0.0,0.11863194790966058,0.05929540219163254,0.07395389465353386,0.11029383870871357,0.04128639262069789,0.09726073619018505,0.09916059956177481,0.05892014396557421,0.1084257845861929,0.04282255683045144,0.10099201165015725,0.1148308050326251,0.047637042385308415,0.06576120033362887,0.04966224646541939,0.07586302964957337,0.1092629786758208,0.11077849765272096,0.1104882355157003,0.051558076676868736,0.05055967938770023,0.0809119113552007,0.12060800073476508,0.07532370648464837,0.13781464593501191,0.09336966648113132
Collards,0.1315344403751978,0.11335826646104885,0.11857094153502679,0.16470936895247357,0.10719229612825565,0.11236709184070293,0.1249264881347425,0.12345000740330869,0.11962853691979902,0.1248395723028054,0.13366583402208454,0.14650818641180374,0.11863194790966058,0.0,0.1365956516089869,0.14198184580506978,0.12522355916186156,0.11065413980740835,0.1156250675564151,0.10738795051862604,0.11924989926804219,0.06904208961587832,0.10356309741899905,0.12390467964251961,0.15188455995574257,0.10864689462753574,0.1344321509762696,0.11399990410081362,0.13034601795195722,0.12825508531658925,0.1510655766359731,0.1095044818962213,0.10380001086179225,0.10781144250834607,0.10261012908824274,0.09243154159841405,0.11082635709038502,0.1282309624147755,0.10311647623206699
Corn,0.11772704338262951,0.09865353965635548,0.06958914091797475,0.1709340094380325,0.12185903096482709,0.053450843115029234,0.11008022508525139,0.04757437579663515,0.07793926086699865,0.0383808275868629,0.0762915272321516,0.08183717036937344,0.05929540219163254,0.1365956516089869,0.0,0.07277309548670419,0.11126439943514266,0.038376723252123934,0.11109813005550773,0.11686029360666517,0.04129149358251216,0.13212418924777747,0.05421780517205954,0.1441605479912842,0.0845968498848243,0.05007408622293141,0.051838225045551134,0.028850605242355387,0.0759452785904301,0.1312937668602323,0.12551168103814914,0.1315203834727835,0.09734837945938835,0.056665673423909046,0.09660828557706413,0.15207361569674893,0.08069296068163756,0.14942504293819658,0.1125425429654604
Cucumbers,0.12238770446225533,0.10123111563610876,0.07795429233578655,0.15208292205572727,0.12538983912803758,0.08259544096218885,0.14182863803889378,0.07503805317289491,0.10404823274341057,0.06961310930393827,0.08933998215326011,0.09474065512962249,0.07395389465353386,0.14198184580506978,0.07277309548670419,0.0,0.11389226057776791,0.0682855067999677,0.09850628355150093,0.12597410311402024,0.06319852521173086,0.14030613772606038,0.07848587686339548,0.12381986897313035,0.10841175662794222,0.07381729623522748,0.08605678085302082,0.058145570164730986,0.08724794161177285,0.10732530800564799,0.13535028922673187,0.12450839030870253,0.10366238141130224,0.0682445032073562,0.08621835407562795,0.14382940261375132,0.07765324912895744,0.13198496146841976,0.09536438370680556
Eggplant,0.10018748714621728,0.12884688250737686,0.11309621028620909,0.1670774411264534,0.11279122104345096,0.09975838618548816,0.1237855496932555,0.1022628395347599,0.09486799716747785,0.1154886898580294,0.10894683968673469,0.1313145562681043,0.11029383870871357,0.12522355916186156,0.11126439943514266,0.11389226057776791,0.0,0.09655594981336246,0.1313945793197716,0.1218014166786463,0.10809956472012316,0.12623402876399814,0.10808687515068216,0.13695434104821647,0.13763620939241306,0.10437080578985214,0.11112462015195845,0.1001937144540449,0.12788477977979607,0.14520788134000984,0.11744676456255121,0.12956617874470622,0.10185920785696989,0.08747312656841788,0.09763148281956491,0.12590698800350142,0.11143749854460205,0.14276621272128975,0.0915935110940791
Garlic,0.08657604951320175,0.06260688831962269,0.04501850027617049,0.15545928225169925,0.1079802068040816,0.0383494009925297,0.07640559147239068,0.047035613240609786,0.06803776315503574,0.03762323534574452,0.06168951663252653,0.09284723521905436,0.04128639262069789,0.11065413980740835,0.038376723252123934,0.0682855067999677,0.09655594981336246,0.0,0.07469164096151437,0.09385327096164242,0.03267864844724855,0.10764564421061174,0.024086647207050782,0.1023304735269488,0.08966931808805412,0.025265161056313712,0.04938177919205644,0.017426559477643266,0.06685795878665568,0.10667085477305138,0.12051492040525558,0.11549495860514325,0.055212381794553234,0.034985234720658176,0.0730216257763655,0.128351749938873,0.050090513509026935,0.1302649197730118,0.0889566224376549
Kale,0.11230273312458539,0.07319429383583775,0.08507566532508792,0.16395420535662197,0.10999724211177386,0.07847822563497897,0.09230178766531094,0.09686124952866881,0.0967652994644791,0.09513434012382893,0.09255035568097403,0.13225987412946427,0.09726073619018505,0.1156250675564151,0.11109813005550773,0.09850628355150093,0.1313945793197716,0.07469164096151437,0.0,0.1139234639521709,0.08654083186675687,0.1328525060189959,0.0861874627995235,0.14390838548507412,0.11338597957891616,0.07540305516866785,0.10510017708580177,0.09000635835037951,0.10605329153996068,0.13737643742213435,0.15641638764193388,0.1269799210699507,0.09677310004606876,0.07090522994906678,0.08949294995677104,0.12732213404577986,0.08886971637546548,0.1698766878021386,0.09909380508711252
Leeks,0.10623518230026008,0.11962173856491432,0.12456178062211543,0.15153020183043175,0.09271896636138899,0.1067073257889184,0.10948160806094331,0.11805977357914943,0.10215122391380793,0.11600553751456066,0.12146713252733166,0.13994133293694533,0.09916059956177481,0.10738795051862604,0.11686029360666517,0.12597410311402024,0.1218014166786463,0.09385327096164242,0.1139234639521709,0.0,0.11999671204203055,0.11779794758200735,0.09909598406749975,0.09417159632273431,0.1177598286293492,0.09822745228554541,0.11826049055725496,0.10898795493900193,0.12831040555389672,0.11834428454788215,0.12990287622564756,0.10437459104497515,0.07508063301839119,0.11518432850240268,0.1093708149995174,0.09983171633879828,0.11066670637286957,0.11457629355985877,0.1090888087504912
Lettuce,0.10689253395273046,0.0744522088885261,0.049374452813518044,0.16845739029599827,0.1200862432951687,0.043504218809401585,0.09636384459242475,0.04266356159373974,0.06794352734945575,0.036643483149822687,0.06815745581623289,0.08036382020486366,0.05892014396557421,0.11924989926804219,0.04129149358251216,0.06319852521173086,0.10809956472012316,0.03267864844724855,0.08654083186675687,0.11999671204203055,0.0,0.11606705138224238,0.04748603163568588,0.12337500026334558,0.08190093782587016,0.04295370840771795,0.05052892538777887,0.02579632142145727,0.06502580487883236,0.11921621691199391,0.12901354268532816,0.1336684536610503,0.08781185812709214,0.038176442825224366,0.07691316747481192,0.13291930077420033,0.06290338154345998,0.1447925866922639,0.09079440899725388
Mustard Greens,0.13641710234692828,0.11526252981973117,0.13152052760625943,0.17386377511750184,0.09767046803854462,0.11463566169354811,0.13787114831748937,0.1267563345315167,0.12114097185814576,0.1316255675859619,0.13363235652144245,0.15872679076003815,0.1084257845861929,0.06904208961587832,0.13212418924777747,0.14030613772606038,0.12623402876399814,0.10764564421061174,0.1328525060189959,0.11779794758200735,0.11606705138224238,0.0,0.10437566218670058,0.11231651956168165,0.14685626628500315,0.11395829561034343,0.13655014734137705,0.11393317494907163,0.12718181805811057,0.13780187039047886,0.13517680495248818,0.09159674651775507,0.10621161877993379,0.10391620484418918,0.11102807519222324,0.10075404501219143,0.11567527265699773,0.11805467360978816,0.11442447656428223
Onions,0.10397961350954477,0.07574191970328603,0.049895548774980925,0.1492403463482731,0.10875479239037478,0.046366627829912854,0.07511955619291222,0.05734271791355705,0.06859799682787937,0.050574758120808916,0.0738165326394612,0.10585991816090701,0.04282255683045144,0.10356309741899905,0.05421780517205954,0.07848587686339548,0.10808687515068216,0.024086647207050782,0.0861874627995235,0.09909598406749975,0.04748603163568588,0.10437566218670058,0.0,0.09833309821660963,0.09491061801007494,0.02076078512430768,0.06195695945660595,0.03674975617674914,0.0711792099473395,0.09607602389721726,0.1230674885720433,0.11467858520109553,0.054387089264333666,0.04369910422809564,0.077305569195398,0.1278591860565922,0.056322324827429604,0.12498928038260093,0.08884008506055285
Parsnips,0.14108600023253304,0.13879500128080713,0.12961352682500948,0.18077630842876202,0.11976215545392177,0.12522950686671297,0.1298219832035431,0.1239149551747104,0.129705508069488,0.12276075219796878,0.12823763050420411,0.1744108919540166,0.10099201165015725,0.12390467964251961,0.1441605479912842,0.12381986897313035,0.13695434104821647,0.1023304735269488,0.14390838548507412,0.09417159632273431,0.12337500026334558,0.11231651956168165,0.09833309821660963,0.0,0.1295875407097783,0.10493450924971093,0.1300761970974582,0.10893663890206295,0.13453171169000677,0.11042790173386374,0.11121212551652737,0.09619665443198466,0.07362793855616323,0.11485449551312876,0.10875418550332838,0.12031468378467225,0.1327253797159238,0.09016153434698715,0.11522828084863868
Peas,0.14146842207809762,0.1265324895833142,0.09696934841550042,0.18462468369710283,0.139622435317459,0.07976537888025437,0.1187698457808879,0.06660628060993845,0.09394509808183982,0.07481325792610827,0.10812141938054998,0.12690859321915005,0.1148308050326251,0.15188455995574257,0.0845968498848243,0.10841175662794222,0.13763620939241306,0.08966931808805412,0.11338597957891616,0.1177598286293492,0.08190093782587016,0.14685626628500315,0.09491061801007494,0.1295875407097783,0.0,0.09236223523736808,0.07529470411626504,0.08746283098535013,0.12314690004876483,0.15058790167546765,0.1549256357437191,0.13726290197157043,0.11940772450753145,0.09302187717870047,0.11930967549474725,0.1414501944012715,0.11595162110223456,0.15030164610624064,0.12426626046424694
Peppers,0.10133803125067908,0.06226946907304998,0.05140934501849859,0.15577892686462103,0.11786773449954757,0.043969669469617,0.08381298189104902,0.04859385937325833,0.06579478430028418,0.04155270230009511,0.06269904366253687,0.10461549141158777,0.047637042385308415,0.10864689462753574,0.05007408622293141,0.07381729623522748,0.10437080578985214,0.025265161056313712,0.07540305516866785,0.09822745228554541,0.04295370840771795,0.11395829561034343,0.02076078512430768,0.10493450924971093,0.09236223523736808,0.0,0.05551034238246,0.028982675794912316,0.06738979524511612,0.10385302709581079,0.12055811633667057,0.11692019552980626,0.056436158196691344,0.03928509976870509,0.06555833534834876,0.1250544343452349,0.05589286550580341,0.12589395890773414,0.07745335565763312
Pole beans(green beans),0.11800324593701217,0.09441618445929534,0.059215340736980426,0.15596787762760422,0.12260257953944775,0.04326515897413408,0.08576269241830514,0.014173779351360216,0.060485244440809716,0.04910770825152788,0.07602508184261203,0.09023743961320851,0.06576120033362887,0.1344321509762696,0.051838225045551134,0.08605678085302082,0.11112462015195845,0.04938177919205644,0.10510017708580177,0.11826049055725496,0.05052892538777887,0.13655014734137705,0.06195695945660595,0.1300761970974582,0.07529470411626504,0.05551034238246,0.0,0.04431833682025765,0.07773013401368356,0.13642974563385502,0.13299889573736745,0.13337137430208967,0.09433576495435736,0.050038865287955314,0.08457330286678977,0.13940386316934206,0.09200540635311028,0.14815090791072305,0.09539173001761458
Potatoes,0.09515581024722364,0.07376544732591783,0.047673455253514296,0.15229498084346338,0.1092227726313788,0.03843847094630404,0.08377329904702169,0.04139583777741174,0.06315972068774911,0.03433247014092522,0.06831975876310092,0.0910692710610892,0.04966224646541939,0.11399990410081362,0.028850605242355387,0.058145570164730986,0.1001937144540449,0.017426559477643266,0.09000635835037951,0.10898795493900193,0.02579632142145727,0.11393317494907163,0.03674975617674914,0.10893663890206295,0.08746283098535013,0.028982675794912316,0.04431833682025765,0.0,0.05566601963497775,0.10552645454436083,0.11740145988143802,0.12473208841507988,0.07147891245106064,0.03896747981652682,0.07533900666724935,0.13566697177098352,0.053652991563756136,0.1322081541150152,0.08996914487031304
Pumpkin,0.13226317382817543,0.10693296496300975,0.08874880686728792,0.16918455735532,0.1255752464467207,0.07616532772652618,0.11853485148823883,0.07844123744541265,0.09751942011442061,0.07197551049246342,0.09437970489075742,0.1222953806989654,0.07586302964957337,0.13034601795195722,0.0759452785904301,0.08724794161177285,0.12788477977979607,0.06685795878665568,0.10605329153996068,0.12831040555389672,0.06502580487883236,0.12718181805811057,0.0711792099473395,0.13453171169000677,0.12314690004876483,0.06738979524511612,0.07773013401368356,0.05566601963497775,0.0,0.08829591391621094,0.12446041347800396,0.13833327030332654,0.10882603484011943,0.06969502705321728,0.08698814660253029,0.15906128439303102,0.09406874602063298,0.13759189783114933,0.09483773020997588
Radishes,0.12369351157968411,0.11307216601390846,0.11906900248420915,0.11292461061952042,0.12822646331653076,0.13182778180890453,0.1386680065928182,0.1379744426208651,0.14262130907209547,0.11965411609542276,0.12516208682168128,0.1564874551980533,0.1092629786758208,0.12825508531658925,0.1312937668602323,0.10732530800564799,0.14520788134000984,0.10667085477305138,0.13737643742213435,0.11834428454788215,0.11921621691199391,0.13780187039047886,0.09607602389721726,0.11042790173386374,0.15058790167546765,0.10385302709581079,0.13642974563385502,0.10552645454436083,0.08829591391621094,0.0,0.1234820609415791,0.11433173342441172,0.10237738352664694,0.11951005662404224,0.11802131966260532,0.13107299332179734,0.11727531475097674,0.09842935203954783,0.1186435305478799
Rhubarb,0.15648451763765803,0.12661369324580685,0.12225096103933208,0.17019438072717907,0.13521764417177717,0.13897194009408687,0.14323909123429868,0.13663754028675323,0.13681641929728994,0.13598609015418162,0.14719115320709764,0.14748401952692303,0.11077849765272096,0.1510655766359731,0.12551168103814914,0.13535028922673187,0.11744676456255121,0.12051492040525558,0.15641638764193388,0.12990287622564756,0.12901354268532816,0.13517680495248818,0.1230674885720433,0.11121212551652737,0.1549256357437191,0.12055811633667057,0.13299889573736745,0.11740145988143802,0.12446041347800396,0.1234820609415791,0.0,0.09255755718517178,0.1001577862332359,0.11958864070902386,0.11420781809937863,0.11842665964357146,0.12559860899697284,0.1273160425498403,0.12288862228561781
Rutabaga,0.12320059570071373,0.13701948983274115,0.11895499053571446,0.135039522197537,0.08819964678166259,0.12559454423110616,0.1404151278908412,0.12916109525142194,0.12444042310200598,0.12947453431858003,0.13127908096014973,0.13555896163582226,0.1104882355157003,0.1095044818962213,0.1315203834727835,0.12450839030870253,0.12956617874470622,0.11549495860514325,0.1269799210699507,0.10437459104497515,0.1336684536610503,0.09159674651775507,0.11467858520109553,0.09619665443198466,0.13726290197157043,0.11692019552980626,0.13337137430208967,0.12473208841507988,0.13833327030332654,0.11433173342441172,0.09255755718517178,0.0,0.10036849794749303,0.11253901700969637,0.11462550893827628,0.08671037815993288,0.11804916712001534,0.07268725480030802,0.11131772117548289
Shallots,0.09783362225799552,0.07834890130828631,0.08397350796602876,0.14044378105872268,0.09490100362847786,0.08425822253281401,0.08354077285834782,0.0917773025774129,0.0881699967550994,0.08829200640415447,0.1064280948059535,0.1411064336529526,0.051558076676868736,0.10380001086179225,0.09734837945938835,0.10366238141130224,0.10185920785696989,0.055212381794553234,0.09677310004606876,0.07508063301839119,0.08781185812709214,0.10621161877993379,0.054387089264333666,0.07362793855616323,0.11940772450753145,0.056436158196691344,0.09433576495435736,0.07147891245106064,0.10882603484011943,0.10237738352664694,0.1001577862332359,0.10036849794749303,0.0,0.07047458562638997,0.09815009114161866,0.09748421184271483,0.08649671488490307,0.11906493978789012,0.09865585790834697
Spinach,0.09671637645840814,0.06599875190046789,0.04201473216811602,0.15609166290432464,0.10999014653650407,0.03900431527112236,0.0756460613739377,0.04757761333125232,0.06848244925781699,0.052434517503853306,0.06078235533330223,0.09198540793640442,0.05055967938770023,0.10781144250834607,0.056665673423909046,0.0682445032073562,0.08747312656841788,0.034985234720658176,0.07090522994906678,0.11518432850240268,0.038176442825224366,0.10391620484418918,0.04369910422809564,0.11485449551312876,0.09302187717870047,0.03928509976870509,0.050038865287955314,0.03896747981652682,0.06969502705321728,0.11951005662404224,0.11958864070902386,0.11253901700969637,0.07047458562638997,0.0,0.06339929582091075,0.12140870089938172,0.0677684610348861,0.1399991434709238,0.07975882050816463
Summer Squash,0.11662484063669531,0.1072743063086643,0.07711431572574412,0.18514632154808552,0.10583834259729896,0.07309851638922726,0.10006103347232931,0.07926370395946536,0.08762949265970421,0.09557923172981997,0.08417028456157116,0.11158833816903735,0.0809119113552007,0.10261012908824274,0.09660828557706413,0.08621835407562795,0.09763148281956491,0.0730216257763655,0.08949294995677104,0.1093708149995174,0.07691316747481192,0.11102807519222324,0.077305569195398,0.10875418550332838,0.11930967549474725,0.06555833534834876,0.08457330286678977,0.07533900666724935,0.08698814660253029,0.11802131966260532,0.11420781809937863,0.11462550893827628,0.09815009114161866,0.06339929582091075,0.0,0.11458733243922292,0.07849749846201792,0.12533419273100654,0.015090651165959312
Swiss Chard,0.11267913669671847,0.12095606194116415,0.12752391491210902,0.14428107638708054,0.10495824983030366,0.12164333582435594,0.13521391429617913,0.13274540728408912,0.12089252221418068,0.15108213945268978,0.14796027297692793,0.151411204918401,0.12060800073476508,0.09243154159841405,0.15207361569674893,0.14382940261375132,0.12590698800350142,0.128351749938873,0.12732213404577986,0.09983171633879828,0.13291930077420033,0.10075404501219143,0.1278591860565922,0.12031468378467225,0.1414501944012715,0.1250544343452349,0.13940386316934206,0.13566697177098352,0.15906128439303102,0.13107299332179734,0.11842665964357146,0.08671037815993288,0.09748421184271483,0.12140870089938172,0.11458733243922292,0.0,0.12122194082814497,0.1259366398330446,0.10930318433062713
Tomatoes,0.11025035349401968,0.08271810793054668,0.06335072371138717,0.16197027025571886,0.13373037069525018,0.06445525779016703,0.08651158631111999,0.07822223443330667,0.08459638773355338,0.07016213522195436,0.08916023667645834,0.09265943394804543,0.07532370648464837,0.11082635709038502,0.08069296068163756,0.07765324912895744,0.11143749854460205,0.050090513509026935,0.08886971637546548,0.11066670637286957,0.06290338154345998,0.11567527265699773,0.056322324827429604,0.1327253797159238,0.11595162110223456,0.05589286550580341,0.09200540635311028,0.053652991563756136,0.09406874602063298,0.11727531475097674,0.12559860899697284,0.11804916712001534,0.08649671488490307,0.0677684610348861,0.07849749846201792,0.12122194082814497,0.0,0.1442063496117837,0.0911502742773651
Turnips,0.13839955401100001,0.14015046227761319,0.1463251121425614,0.13162449507363416,0.12361852198545842,0.14728995044515114,0.15083399049135937,0.1462921528376373,0.1537557497207772,0.14011232162645781,0.1357302541219585,0.16526998763169787,0.13781464593501191,0.1282309624147755,0.14942504293819658,0.13198496146841976,0.14276621272128975,0.1302649197730118,0.1698766878021386,0.11457629355985877,0.1447925866922639,0.11805467360978816,0.12498928038260093,0.09016153434698715,0.15030164610624064,0.12589395890773414,0.14815090791072305,0.1322081541150152,0.13759189783114933,0.09842935203954783,0.1273160425498403,0.07268725480030802,0.11906493978789012,0.1399991434709238,0.12533419273100654,0.1259366398330446,0.1442063496117837,0.0,0.113120130572258
Winter Squash,0.12054968711532188,0.11921900798194418,0.0923312300374507,0.18106660812541775,0.09684721800319196,0.07970983079093696,0.10618558825555469,0.08860009874970776,0.08715838974099177,0.10641279342533272,0.08734561174967481,0.12591505322479668,0.09336966648113132,0.10311647623206699,0.1125425429654604,0.09536438370680556,0.0915935110940791,0.0889566224376549,0.09909380508711252,0.1090888087504912,0.09079440899725388,0.11442447656428223,0.08884008506055285,0.11522828084863868,0.12426626046424694,0.07745335565763312,0.09539173001761458,0.08996914487031304,0.09483773020997588,0.1186435305478799,0.12288862228561781,0.11131772117548289,0.09865585790834697,0.07975882050816463,0.015090651165959312,0.10930318433062713,0.0911502742773651,0.113120130572258,0.0
